,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_variability
f0_cv,0.5009988444235912,0.3279673374153515,-0.3425674391045841,0.15056790788995944
f0_std,0.7839981886068881,0.4149893928022054,-0.43813796265102534,0.14914070471101112
pause_frequency,-0.10925958004814294,0.31190141434290225,-0.30754138917817997,-0.12384187727405217
jitter_local,0.19390838430013055,0.3962540438567374,-0.40107891857807476,-0.1252177788170139
