,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_variability
f0_cv,0.9252087658528068,-0.7875710292558683,0.723110279363627,0.7496933902145334
f0_std,-0.6105389094553525,0.21544374608988232,-0.10844460085070692,-0.3519116007746586
pause_frequency,0.5469199771591189,-0.1508208954536343,0.046036437604693045,0.13485892987239312
jitter_local,0.8962842052563614,-0.8785636784713622,0.8406120012337048,0.8177206392750712
