,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_variability
sentiment_positive,0.0,0.0814721653275109,0.22079733610048763,0.0010222211360416148
sentiment_negative,0.0814721653275109,0.0,1.573099088574466e-20,8.49187908879424e-05
sentiment_neutral,0.22079733610048763,1.573099088574466e-20,0.0,0.0003683161489158707
sentiment_variability,0.0010222211360416148,8.49187908879424e-05,0.0003683161489158707,0.0
