,f0_cv,f0_std,pause_frequency,jitter_local
f0_cv,0.0,0.006176672124493288,0.0006251924731490843,0.0022214386496298027
f0_std,0.006176672124493288,0.0,0.22119766533324572,0.4020460508995656
pause_frequency,0.0006251924731490843,0.22119766533324572,0.0,0.11057854485793392
jitter_local,0.0022214386496298027,0.4020460508995656,0.11057854485793392,0.0
