,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_variability
f0_cv,-0.6342688531951864,-0.9494575536477651,0.9809529703780984,-0.15582453207926905
f0_std,-0.9940639082972378,-0.2558780010466098,0.3732973640945876,-0.9124407623588262
pause_frequency,-0.9865686718561576,-0.5071301053477073,0.6096798465297252,-0.7682569071062955
jitter_local,0.8309417404675118,0.8179091126679604,-0.8826978337242307,0.4351437485612095
