feature1,feature2,correlation,p_value,is_significant
sentiment_negative,sentiment_neutral,-0.9920611908973249,1.573099088574466e-20,True
sentiment_neutral,sentiment_negative,-0.9920611908973249,1.573099088574466e-20,True
sentiment_negative,sentiment_variability,-0.7462032324791784,8.49187908879424e-05,True
sentiment_variability,sentiment_negative,-0.7462032324791784,8.49187908879424e-05,True
sentiment_neutral,sentiment_variability,0.6911657816227011,0.0003683161489158707,True
sentiment_variability,sentiment_neutral,0.6911657816227011,0.0003683161489158707,True
sentiment_positive,sentiment_variability,0.6441410952861558,0.0010222211360416148,True
sentiment_variability,sentiment_positive,0.6441410952861558,0.0010222211360416148,True
