,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_variability
sentiment_positive,0.0,0.0678934711062591,0.22079733610048763,0.0006814807573610765
sentiment_negative,0.0678934711062591,0.0,2.6218318142907764e-21,2.8306263629314132e-05
sentiment_neutral,0.22079733610048763,2.6218318142907764e-21,0.0,0.00018415807445793536
sentiment_variability,0.0006814807573610765,2.8306263629314132e-05,0.00018415807445793536,0.0
