Feature,Baseline Mean,Baseline Std,Baseline Median,Baseline MAD,upgrade Mean,upgrade Percentile,upgrade Cohen's d,upgrade MAD Effect,downgrade Mean,downgrade Percentile,downgrade Cohen's d,downgrade MAD Effect
sentiment_negative,0.44926357747429446,0.26866016408743326,0.3803130653844711,0.16078542373814833,0.9221655840413698,90.47619047619048,1.760223768839705,3.3700350819073503,0.5700991049730422,69.04761904761904,0.44977091378319406,1.180368438731439
sentiment_positive,0.3214647606776225,0.2937852638996669,0.2923640545461403,0.2530376304372562,0.0968242942261462,28.57142857142857,-0.7646417096270531,-0.7727694887993373,0.20717563968290087,47.61904761904762,-0.3890226469417249,-0.33666302800904124
sentiment_variability,0.65961619982707,0.23892871104837896,0.7220783304585066,0.08574168551880623,0.2448439364528232,9.523809523809524,-1.7359666050777067,-5.5659553590302195,0.6704118838161695,54.76190476190476,0.04518370329681111,-0.6025825866346515
